date,average_temperature
2024-08-21,27.81887254901959
2024-08-22,27.908333333333307
2024-08-23,26.68235294117644
2024-08-24,25.96544117647059
2024-08-25,26.229411764705898
2024-08-26,26.591911764705902
2024-08-27,26.820833333333322
2024-08-28,27.62622549019611
2024-08-29,28.51789215686273
2024-08-30,28.646323529411756
2024-08-31,28.876470588235296
2024-09-01,27.90857843137258
2024-09-02,28.13602941176471
2024-09-03,27.842647058823545
2024-09-04,27.863970588235293
2024-09-05,28.442401960784327
2024-09-06,29.422058823529436
2024-09-07,29.097058823529434
2024-09-08,28.665196078431393
2024-09-09,28.921568627450952
2024-09-10,28.86053921568626
2024-09-11,28.617401960784274
2024-09-12,28.24142156862745
2024-09-13,28.092156862745085
2024-09-14,25.958823529411745
2024-09-15,25.720588235294088
2024-09-16,26.851470588235266
2024-09-17,28.67745098039213
2024-09-18,28.67524509803917
2024-09-19,28.864215686274534
2024-09-20,30.03137254901963
2024-09-21,29.43872549019609
2024-09-22,30.22009803921565
2024-09-23,28.728921568627484
2024-09-24,27.78137254901959
2024-09-25,26.185049019607824
2024-09-26,26.15269607843139
2024-09-27,27.09681372549022
2024-09-28,28.212745098039246
2024-09-29,28.881862745098044
2024-09-30,29.68161764705884
2024-10-01,29.83088235294117
2024-10-02,27.721323529411745
2024-10-03,28.018627450980386
2024-10-04,27.001225490196074
2024-10-05,26.631127450980387
2024-10-06,26.76078431372549
2024-10-07,26.939950980392148
2024-10-08,27.226715686274538
2024-10-09,26.818872549019595
2024-10-10,27.702941176470592
2024-10-11,28.031617647058823
2024-10-12,28.39362745098042
2024-10-13,28.31029411764706
2024-10-14,28.403676470588223
2024-10-15,27.255392156862726
2024-10-16,27.29191176470589
2024-10-17,26.744852941176468
2024-10-18,26.492647058823533
2024-10-19,26.703921568627464
2024-10-20,26.62083333333336
2024-10-21,26.399754901960797
2024-10-22,26.757843137254856
2024-10-23,26.488480392156863
2024-10-24,24.984068627451
2024-10-25,25.10000000000003
2024-10-26,27.313725490196074
2024-10-27,26.840686274509803
2024-10-28,27.324264705882353
2024-10-29,27.314460784313738
2024-10-30,26.83039215686274
2024-10-31,27.027205882352956
2024-11-01,27.531127450980375
2024-11-02,27.229901960784307
2024-11-03,25.88602941176469
2024-11-04,26.03553921568627
2024-11-05,25.638480392156872
2024-11-06,25.602696078431368
2024-11-07,25.549509803921545
2024-11-08,25.77941176470587
